timestamp,metric_name,metric_value,region,device
2025-04-01T04:00:00Z,revenue,100.96,EMEA,Web
2025-04-01T04:00:00Z,revenue,279.43,APAC,iOS
2025-04-01T04:00:00Z,revenue,129.8,APAC,Android
2025-04-01T04:00:00Z,revenue,106.64,APAC,Web
2025-04-01T05:00:00Z,revenue,389.02,NA,iOS
2025-04-01T05:00:00Z,revenue,184.72,NA,Android
2025-04-01T05:00:00Z,revenue,137.45,NA,Web
2025-04-01T05:00:00Z,revenue,254.94,EMEA,iOS
2025-04-01T05:00:00Z,revenue,143.31,EMEA,Android
2025-04-01T05:00:00Z,revenue,101.38,EMEA,Web
2025-04-01T05:00:00Z,revenue,286.97,APAC,iOS
2025-04-01T05:00:00Z,revenue,148.04,APAC,Android
2025-04-01T05:00:00Z,revenue,104.26,APAC,Web
2025-04-01T06:00:00Z,revenue,402.99,NA,iOS
2025-04-01T06:00:00Z,revenue,189.07,NA,Android
2025-04-01T06:00:00Z,revenue,135.72,NA,Web
2025-04-01T06:00:00Z,revenue,286.69,EMEA,iOS
2025-04-01T06:00:00Z,revenue,141.91,EMEA,Android
2025-04-01T06:00:00Z,revenue,109.71,EMEA,Web
2025-04-01T06:00:00Z,revenue,294.5,APAC,iOS
2025-04-01T06:00:00Z,revenue,158.54,APAC,Android
2025-04-01T06:00:00Z,revenue,122.22,APAC,Web
2025-04-01T07:00:00Z,revenue,420.95,NA,iOS
2025-04-01T07:00:00Z,revenue,218.35,NA,Android
2025-04-01T07:00:00Z,revenue,155.16,NA,Web
2025-04-01T07:00:00Z,revenue,290.81,EMEA,iOS
2025-04-01T07:00:00Z,revenue,158.66,EMEA,Android
2025-04-01T07:00:00Z,revenue,113.71,EMEA,Web
2025-04-01T07:00:00Z,revenue,299.31,APAC,iOS
2025-04-01T07:00:00Z,revenue,153.52,APAC,Android
2025-04-01T07:00:00Z,revenue,120.91,APAC,Web
2025-04-01T08:00:00Z,revenue,442.17,NA,iOS
2025-04-01T08:00:00Z,revenue,230.94,NA,Android
2025-04-01T08:00:00Z,revenue,160.47,NA,Web
2025-04-01T08:00:00Z,revenue,314.37,EMEA,iOS
2025-04-01T08:00:00Z,revenue,158.87,EMEA,Android
2025-04-01T08:00:00Z,revenue,128.78,EMEA,Web
2025-04-01T08:00:00Z,revenue,346.15,APAC,iOS
2025-04-01T08:00:00Z,revenue,161.3,APAC,Android
2025-04-01T08:00:00Z,revenue,119.18,APAC,Web
2025-04-01T09:00:00Z,revenue,497.54,NA,iOS
2025-04-01T09:00:00Z,revenue,239.27,NA,Android
2025-04-01T09:00:00Z,revenue,173.75,NA,Web
2025-04-01T09:00:00Z,revenue,317.43,EMEA,iOS
2025-04-01T09:00:00Z,revenue,189.66,EMEA,Android
2025-04-01T09:00:00Z,revenue,138.25,EMEA,Web
2025-04-01T09:00:00Z,revenue,293.18,APAC,iOS
2025-04-01T09:00:00Z,revenue,164.72,APAC,Android
2025-04-01T09:00:00Z,revenue,132.25,APAC,Web
2025-04-01T10:00:00Z,revenue,466.74,NA,iOS
2025-04-01T10:00:00Z,revenue,232.46,NA,Android
2025-04-01T10:00:00Z,revenue,168.78,NA,Web
2025-04-01T10:00:00Z,revenue,348.56,EMEA,iOS
2025-04-01T10:00:00Z,revenue,162.24,EMEA,Android
2025-04-01T10:00:00Z,revenue,124.88,EMEA,Web
2025-04-01T10:00:00Z,revenue,360.97,APAC,iOS
2025-04-01T10:00:00Z,revenue,166.73,APAC,Android
2025-04-01T10:00:00Z,revenue,132.05,APAC,Web
2025-04-01T11:00:00Z,revenue,497.59,NA,iOS
2025-04-01T11:00:00Z,revenue,216.74,NA,Android
2025-04-01T11:00:00Z,revenue,194.28,NA,Web
2025-04-01T11:00:00Z,revenue,368.98,EMEA,iOS
2025-04-01T11:00:00Z,revenue,175.22,EMEA,Android
2025-04-01T11:00:00Z,revenue,135.7,EMEA,Web
2025-04-01T11:00:00Z,revenue,359.47,APAC,iOS
2025-04-01T11:00:00Z,revenue,177.86,APAC,Android
2025-04-01T11:00:00Z,revenue,129.52,APAC,Web
2025-04-01T12:00:00Z,revenue,460.6,NA,iOS
2025-04-01T12:00:00Z,revenue,244.03,NA,Android
2025-04-01T12:00:00Z,revenue,169.36,NA,Web
2025-04-01T12:00:00Z,revenue,363.26,EMEA,iOS
2025-04-01T12:00:00Z,revenue,174.27,EMEA,Android
2025-04-01T12:00:00Z,revenue,138.54,EMEA,Web
2025-04-01T12:00:00Z,revenue,362.73,APAC,iOS
2025-04-01T12:00:00Z,revenue,184.75,APAC,Android
2025-04-01T12:00:00Z,revenue,143.42,APAC,Web
2025-04-01T13:00:00Z,revenue,472.05,NA,iOS
2025-04-01T13:00:00Z,revenue,227.79,NA,Android
2025-04-01T13:00:00Z,revenue,187.2,NA,Web
2025-04-01T13:00:00Z,revenue,336.39,EMEA,iOS
2025-04-01T13:00:00Z,revenue,181.56,EMEA,Android
2025-04-01T13:00:00Z,revenue,128.04,EMEA,Web
2025-04-01T13:00:00Z,revenue,373.73,APAC,iOS
2025-04-01T13:00:00Z,revenue,174.71,APAC,Android
2025-04-01T13:00:00Z,revenue,132.3,APAC,Web
2025-04-01T14:00:00Z,revenue,469.64,NA,iOS
2025-04-01T14:00:00Z,revenue,251.07,NA,Android
2025-04-01T14:00:00Z,revenue,181.85,NA,Web
2025-04-01T14:00:00Z,revenue,350.81,EMEA,iOS
2025-04-01T14:00:00Z,revenue,168.46,EMEA,Android
2025-04-01T14:00:00Z,revenue,128.41,EMEA,Web
2025-04-01T14:00:00Z,revenue,354.01,APAC,iOS
2025-04-01T14:00:00Z,revenue,182.46,APAC,Android
2025-04-01T14:00:00Z,revenue,129.91,APAC,Web
2025-04-01T15:00:00Z,revenue,438.13,NA,iOS
2025-04-01T15:00:00Z,revenue,242.0,NA,Android
2025-04-01T15:00:00Z,revenue,166.29,NA,Web
2025-04-01T15:00:00Z,revenue,348.95,EMEA,iOS
2025-04-01T15:00:00Z,revenue,170.83,EMEA,Android
2025-04-01T15:00:00Z,revenue,124.31,EMEA,Web
2025-04-01T15:00:00Z,revenue,356.86,APAC,iOS
2025-04-01T15:00:00Z,revenue,167.99,APAC,Android
2025-04-01T15:00:00Z,revenue,125.07,APAC,Web
2025-04-01T16:00:00Z,revenue,450.25,NA,iOS
2025-04-01T16:00:00Z,revenue,216.36,NA,Android
2025-04-01T16:00:00Z,revenue,159.58,NA,Web
2025-04-01T16:00:00Z,revenue,325.89,EMEA,iOS
2025-04-01T16:00:00Z,revenue,171.66,EMEA,Android
2025-04-01T16:00:00Z,revenue,123.44,EMEA,Web
2025-04-01T16:00:00Z,revenue,344.39,APAC,iOS
2025-04-01T16:00:00Z,revenue,172.01,APAC,Android
2025-04-01T16:00:00Z,revenue,130.18,APAC,Web
2025-04-01T17:00:00Z,revenue,443.15,NA,iOS
2025-04-01T17:00:00Z,revenue,204.79,NA,Android
2025-04-01T17:00:00Z,revenue,173.02,NA,Web
2025-04-01T17:00:00Z,revenue,333.7,EMEA,iOS
2025-04-01T17:00:00Z,revenue,162.71,EMEA,Android
2025-04-01T17:00:00Z,revenue,123.38,EMEA,Web
2025-04-01T17:00:00Z,revenue,325.82,APAC,iOS
2025-04-01T17:00:00Z,revenue,159.79,APAC,Android
2025-04-01T17:00:00Z,revenue,115.05,APAC,Web
2025-04-01T18:00:00Z,revenue,365.95,NA,iOS
2025-04-01T18:00:00Z,revenue,206.34,NA,Android
2025-04-01T18:00:00Z,revenue,148.72,NA,Web
2025-04-01T18:00:00Z,revenue,310.44,EMEA,iOS
2025-04-01T18:00:00Z,revenue,146.74,EMEA,Android
2025-04-01T18:00:00Z,revenue,108.38,EMEA,Web
2025-04-01T18:00:00Z,revenue,283.43,APAC,iOS
2025-04-01T18:00:00Z,revenue,149.71,APAC,Android
2025-04-01T18:00:00Z,revenue,108.65,APAC,Web
2025-04-01T19:00:00Z,revenue,368.63,NA,iOS
2025-04-01T19:00:00Z,revenue,181.83,NA,Android
2025-04-01T19:00:00Z,revenue,139.33,NA,Web
2025-04-01T19:00:00Z,revenue,291.18,EMEA,iOS
2025-04-01T19:00:00Z,revenue,153.95,EMEA,Android
2025-04-01T19:00:00Z,revenue,112.81,EMEA,Web
2025-04-01T19:00:00Z,revenue,282.05,APAC,iOS
2025-04-01T19:00:00Z,revenue,142.22,APAC,Android
2025-04-01T19:00:00Z,revenue,107.25,APAC,Web
2025-04-01T20:00:00Z,revenue,386.97,NA,iOS
2025-04-01T20:00:00Z,revenue,197.18,NA,Android
2025-04-01T20:00:00Z,revenue,146.87,NA,Web
2025-04-01T20:00:00Z,revenue,279.87,EMEA,iOS
2025-04-01T20:00:00Z,revenue,140.15,EMEA,Android
2025-04-01T20:00:00Z,revenue,99.4,EMEA,Web
2025-04-01T20:00:00Z,revenue,270.22,APAC,iOS
2025-04-01T20:00:00Z,revenue,146.22,APAC,Android
2025-04-01T20:00:00Z,revenue,89.94,APAC,Web
2025-04-01T21:00:00Z,revenue,335.34,NA,iOS
2025-04-01T21:00:00Z,revenue,157.69,NA,Android
2025-04-01T21:00:00Z,revenue,140.26,NA,Web
2025-04-01T21:00:00Z,revenue,267.02,EMEA,iOS
2025-04-01T21:00:00Z,revenue,121.75,EMEA,Android
2025-04-01T21:00:00Z,revenue,87.69,EMEA,Web
2025-04-01T21:00:00Z,revenue,262.97,APAC,iOS
2025-04-01T21:00:00Z,revenue,137.67,APAC,Android
2025-04-01T21:00:00Z,revenue,92.36,APAC,Web
2025-04-01T22:00:00Z,revenue,329.59,NA,iOS
2025-04-01T22:00:00Z,revenue,156.72,NA,Android
2025-04-01T22:00:00Z,revenue,134.33,NA,Web
2025-04-01T22:00:00Z,revenue,223.29,EMEA,iOS
2025-04-01T22:00:00Z,revenue,123.81,EMEA,Android
2025-04-01T22:00:00Z,revenue,89.37,EMEA,Web
2025-04-01T22:00:00Z,revenue,248.54,APAC,iOS
2025-04-01T22:00:00Z,revenue,127.11,APAC,Android
2025-04-01T22:00:00Z,revenue,97.4,APAC,Web
2025-04-01T23:00:00Z,revenue,339.59,NA,iOS
2025-04-01T23:00:00Z,revenue,161.89,NA,Android
2025-04-01T23:00:00Z,revenue,121.37,NA,Web
2025-04-01T23:00:00Z,revenue,228.4,EMEA,iOS
2025-04-01T23:00:00Z,revenue,114.07,EMEA,Android
2025-04-01T23:00:00Z,revenue,93.76,EMEA,Web
2025-04-01T23:00:00Z,revenue,244.36,APAC,iOS
2025-04-01T23:00:00Z,revenue,123.51,APAC,Android
2025-04-01T23:00:00Z,revenue,84.71,APAC,Web
2025-04-02T00:00:00Z,revenue,336.69,NA,iOS
2025-04-02T00:00:00Z,revenue,163.19,NA,Android
2025-04-02T00:00:00Z,revenue,130.01,NA,Web
2025-04-02T00:00:00Z,revenue,232.88,EMEA,iOS
2025-04-02T00:00:00Z,revenue,117.66,EMEA,Android
2025-04-02T00:00:00Z,revenue,97.35,EMEA,Web
2025-04-02T00:00:00Z,revenue,240.99,APAC,iOS
2025-04-02T00:00:00Z,revenue,117.94,APAC,Android
2025-04-02T00:00:00Z,revenue,85.75,APAC,Web
2025-04-02T01:00:00Z,revenue,314.53,NA,iOS
2025-04-02T01:00:00Z,revenue,171.1,NA,Android
2025-04-02T01:00:00Z,revenue,119.01,NA,Web
2025-04-02T01:00:00Z,revenue,248.89,EMEA,iOS
2025-04-02T01:00:00Z,revenue,117.82,EMEA,Android
2025-04-02T01:00:00Z,revenue,100.31,EMEA,Web
2025-04-02T01:00:00Z,revenue,253.36,APAC,iOS
2025-04-02T01:00:00Z,revenue,117.16,APAC,Android
2025-04-02T01:00:00Z,revenue,87.94,APAC,Web
2025-04-02T02:00:00Z,revenue,331.0,NA,iOS
2025-04-02T02:00:00Z,revenue,158.14,NA,Android
2025-04-02T02:00:00Z,revenue,133.31,NA,Web
2025-04-02T02:00:00Z,revenue,228.97,EMEA,iOS
2025-04-02T02:00:00Z,revenue,126.51,EMEA,Android
2025-04-02T02:00:00Z,revenue,96.93,EMEA,Web
2025-04-02T02:00:00Z,revenue,250.67,APAC,iOS
2025-04-02T02:00:00Z,revenue,121.25,APAC,Android
2025-04-02T02:00:00Z,revenue,86.57,APAC,Web
2025-04-02T03:00:00Z,revenue,360.03,NA,iOS
2025-04-02T03:00:00Z,revenue,175.41,NA,Android
2025-04-02T03:00:00Z,revenue,121.71,NA,Web
2025-04-02T03:00:00Z,revenue,268.64,EMEA,iOS
2025-04-02T03:00:00Z,revenue,131.79,EMEA,Android
2025-04-02T03:00:00Z,revenue,102.81,EMEA,Web
2025-04-02T03:00:00Z,revenue,259.39,APAC,iOS
2025-04-02T03:00:00Z,revenue,119.05,APAC,Android
2025-04-02T03:00:00Z,revenue,89.96,APAC,Web
2025-04-02T04:00:00Z,revenue,353.43,NA,iOS
2025-04-02T04:00:00Z,revenue,183.45,NA,Android
2025-04-02T04:00:00Z,revenue,133.7,NA,Web
2025-04-02T04:00:00Z,revenue,285.38,EMEA,iOS
2025-04-02T04:00:00Z,revenue,135.12,EMEA,Android
2025-04-02T04:00:00Z,revenue,101.12,EMEA,Web
2025-04-02T04:00:00Z,revenue,255.7,APAC,iOS
2025-04-02T04:00:00Z,revenue,137.0,APAC,Android
2025-04-02T04:00:00Z,revenue,107.76,APAC,Web
2025-04-02T05:00:00Z,revenue,390.34,NA,iOS
2025-04-02T05:00:00Z,revenue,188.45,NA,Android
2025-04-02T05:00:00Z,revenue,155.04,NA,Web
2025-04-02T05:00:00Z,revenue,297.93,EMEA,iOS
2025-04-02T05:00:00Z,revenue,148.57,EMEA,Android
2025-04-02T05:00:00Z,revenue,103.73,EMEA,Web
2025-04-02T05:00:00Z,revenue,293.46,APAC,iOS
2025-04-02T05:00:00Z,revenue,137.71,APAC,Android
2025-04-02T05:00:00Z,revenue,110.99,APAC,Web
2025-04-02T06:00:00Z,revenue,406.61,NA,iOS
2025-04-02T06:00:00Z,revenue,195.09,NA,Android
2025-04-02T06:00:00Z,revenue,160.44,NA,Web
2025-04-02T06:00:00Z,revenue,302.65,EMEA,iOS
2025-04-02T06:00:00Z,revenue,147.01,EMEA,Android
2025-04-02T06:00:00Z,revenue,113.47,EMEA,Web
2025-04-02T06:00:00Z,revenue,293.85,APAC,iOS
2025-04-02T06:00:00Z,revenue,162.81,APAC,Android
2025-04-02T06:00:00Z,revenue,109.8,APAC,Web
2025-04-02T07:00:00Z,revenue,450.42,NA,iOS
2025-04-02T07:00:00Z,revenue,198.98,NA,Android
2025-04-02T07:00:00Z,revenue,147.06,NA,Web
2025-04-02T07:00:00Z,revenue,320.53,EMEA,iOS
2025-04-02T07:00:00Z,revenue,146.42,EMEA,Android
2025-04-02T07:00:00Z,revenue,117.21,EMEA,Web
2025-04-02T07:00:00Z,revenue,335.94,APAC,iOS
2025-04-02T07:00:00Z,revenue,145.79,APAC,Android
2025-04-02T07:00:00Z,revenue,129.01,APAC,Web
2025-04-02T08:00:00Z,revenue,444.72,NA,iOS
2025-04-02T08:00:00Z,revenue,223.51,NA,Android
2025-04-02T08:00:00Z,revenue,154.31,NA,Web
2025-04-02T08:00:00Z,revenue,331.48,EMEA,iOS
2025-04-02T08:00:00Z,revenue,159.37,EMEA,Android
2025-04-02T08:00:00Z,revenue,112.02,EMEA,Web
2025-04-02T08:00:00Z,revenue,355.32,APAC,iOS
2025-04-02T08:00:00Z,revenue,151.44,APAC,Android
2025-04-02T08:00:00Z,revenue,125.76,APAC,Web
2025-04-02T09:00:00Z,revenue,456.05,NA,iOS
2025-04-02T09:00:00Z,revenue,232.29,NA,Android
2025-04-02T09:00:00Z,revenue,168.75,NA,Web
2025-04-02T09:00:00Z,revenue,311.32,EMEA,iOS
2025-04-02T09:00:00Z,revenue,167.1,EMEA,Android
2025-04-02T09:00:00Z,revenue,130.79,EMEA,Web
2025-04-02T09:00:00Z,revenue,348.99,APAC,iOS
2025-04-02T09:00:00Z,revenue,148.92,APAC,Android
2025-04-02T09:00:00Z,revenue,131.9,APAC,Web
2025-04-02T10:00:00Z,revenue,479.88,NA,iOS
2025-04-02T10:00:00Z,revenue,238.79,NA,Android
2025-04-02T10:00:00Z,revenue,168.38,NA,Web
2025-04-02T10:00:00Z,revenue,350.44,EMEA,iOS
2025-04-02T10:00:00Z,revenue,159.49,EMEA,Android
2025-04-02T10:00:00Z,revenue,132.98,EMEA,Web
2025-04-02T10:00:00Z,revenue,351.94,APAC,iOS
2025-04-02T10:00:00Z,revenue,187.46,APAC,Android
2025-04-02T10:00:00Z,revenue,131.07,APAC,Web
2025-04-02T11:00:00Z,revenue,479.13,NA,iOS
2025-04-02T11:00:00Z,revenue,211.59,NA,Android
2025-04-02T11:00:00Z,revenue,173.11,NA,Web
2025-04-02T11:00:00Z,revenue,329.17,EMEA,iOS
2025-04-02T11:00:00Z,revenue,174.48,EMEA,Android
2025-04-02T11:00:00Z,revenue,139.34,EMEA,Web
2025-04-02T11:00:00Z,revenue,328.45,APAC,iOS
2025-04-02T11:00:00Z,revenue,168.75,APAC,Android
2025-04-02T11:00:00Z,revenue,133.63,APAC,Web
2025-04-02T12:00:00Z,revenue,435.9,NA,iOS
2025-04-02T12:00:00Z,revenue,257.16,NA,Android
2025-04-02T12:00:00Z,revenue,162.15,NA,Web
2025-04-02T12:00:00Z,revenue,364.34,EMEA,iOS
2025-04-02T12:00:00Z,revenue,167.17,EMEA,Android
2025-04-02T12:00:00Z,revenue,134.64,EMEA,Web
2025-04-02T12:00:00Z,revenue,366.97,APAC,iOS
2025-04-02T12:00:00Z,revenue,175.34,APAC,Android
2025-04-02T12:00:00Z,revenue,150.04,APAC,Web
2025-04-02T13:00:00Z,revenue,449.01,NA,iOS
2025-04-02T13:00:00Z,revenue,256.19,NA,Android
2025-04-02T13:00:00Z,revenue,173.26,NA,Web
2025-04-02T13:00:00Z,revenue,354.11,EMEA,iOS
2025-04-02T13:00:00Z,revenue,167.12,EMEA,Android
2025-04-02T13:00:00Z,revenue,137.9,EMEA,Web
2025-04-02T13:00:00Z,revenue,335.42,APAC,iOS
2025-04-02T13:00:00Z,revenue,183.91,APAC,Android
2025-04-02T13:00:00Z,revenue,140.72,APAC,Web
2025-04-02T14:00:00Z,revenue,477.28,NA,iOS
2025-04-02T14:00:00Z,revenue,237.22,NA,Android
2025-04-02T14:00:00Z,revenue,187.83,NA,Web
2025-04-02T14:00:00Z,revenue,316.84,EMEA,iOS
2025-04-02T14:00:00Z,revenue,166.4,EMEA,Android
2025-04-02T14:00:00Z,revenue,134.88,EMEA,Web
2025-04-02T14:00:00Z,revenue,347.67,APAC,iOS
2025-04-02T14:00:00Z,revenue,175.54,APAC,Android
2025-04-02T14:00:00Z,revenue,141.8,APAC,Web
2025-04-02T15:00:00Z,revenue,438.59,NA,iOS
2025-04-02T15:00:00Z,revenue,237.25,NA,Android
2025-04-02T15:00:00Z,revenue,168.25,NA,Web
2025-04-02T15:00:00Z,revenue,338.42,EMEA,iOS
2025-04-02T15:00:00Z,revenue,168.63,EMEA,Android
2025-04-02T15:00:00Z,revenue,120.6,EMEA,Web
2025-04-02T15:00:00Z,revenue,337.54,APAC,iOS
2025-04-02T15:00:00Z,revenue,165.58,APAC,Android
2025-04-02T15:00:00Z,revenue,134.07,APAC,Web
2025-04-02T16:00:00Z,revenue,401.66,NA,iOS
2025-04-02T16:00:00Z,revenue,219.92,NA,Android
2025-04-02T16:00:00Z,revenue,190.39,NA,Web
2025-04-02T16:00:00Z,revenue,314.21,EMEA,iOS
2025-04-02T16:00:00Z,revenue,170.54,EMEA,Android
2025-04-02T16:00:00Z,revenue,113.36,EMEA,Web
2025-04-02T16:00:00Z,revenue,318.94,APAC,iOS
2025-04-02T16:00:00Z,revenue,165.3,APAC,Android
2025-04-02T16:00:00Z,revenue,127.11,APAC,Web
2025-04-02T17:00:00Z,revenue,424.52,NA,iOS
2025-04-02T17:00:00Z,revenue,213.7,NA,Android
2025-04-02T17:00:00Z,revenue,156.84,NA,Web
2025-04-02T17:00:00Z,revenue,314.96,EMEA,iOS
2025-04-02T17:00:00Z,revenue,148.41,EMEA,Android
2025-04-02T17:00:00Z,revenue,116.73,EMEA,Web
2025-04-02T17:00:00Z,revenue,324.33,APAC,iOS
2025-04-02T17:00:00Z,revenue,152.27,APAC,Android
2025-04-02T17:00:00Z,revenue,124.56,APAC,Web
2025-04-02T18:00:00Z,revenue,417.96,NA,iOS
2025-04-02T18:00:00Z,revenue,210.21,NA,Android
2025-04-02T18:00:00Z,revenue,150.86,NA,Web
2025-04-02T18:00:00Z,revenue,299.28,EMEA,iOS
2025-04-02T18:00:00Z,revenue,154.29,EMEA,Android
2025-04-02T18:00:00Z,revenue,116.63,EMEA,Web
2025-04-02T18:00:00Z,revenue,284.05,APAC,iOS
2025-04-02T18:00:00Z,revenue,148.46,APAC,Android
2025-04-02T18:00:00Z,revenue,115.29,APAC,Web
2025-04-02T19:00:00Z,revenue,384.69,NA,iOS
2025-04-02T19:00:00Z,revenue,199.76,NA,Android
2025-04-02T19:00:00Z,revenue,136.84,NA,Web
2025-04-02T19:00:00Z,revenue,286.86,EMEA,iOS
2025-04-02T19:00:00Z,revenue,136.71,EMEA,Android
2025-04-02T19:00:00Z,revenue,105.47,EMEA,Web
2025-04-02T19:00:00Z,revenue,262.93,APAC,iOS
2025-04-02T19:00:00Z,revenue,140.13,APAC,Android
2025-04-02T19:00:00Z,revenue,108.45,APAC,Web
2025-04-02T20:00:00Z,revenue,353.65,NA,iOS
2025-04-02T20:00:00Z,revenue,154.78,NA,Android
2025-04-02T20:00:00Z,revenue,111.34,NA,Web
2025-04-02T20:00:00Z,revenue,255.35,EMEA,iOS
2025-04-02T20:00:00Z,revenue,147.17,EMEA,Android
2025-04-02T20:00:00Z,revenue,106.33,EMEA,Web
2025-04-02T20:00:00Z,revenue,282.27,APAC,iOS
2025-04-02T20:00:00Z,revenue,123.86,APAC,Android
2025-04-02T20:00:00Z,revenue,99.28,APAC,Web
2025-04-02T21:00:00Z,revenue,350.98,NA,iOS
2025-04-02T21:00:00Z,revenue,186.2,NA,Android
2025-04-02T21:00:00Z,revenue,137.15,NA,Web
2025-04-02T21:00:00Z,revenue,269.4,EMEA,iOS
2025-04-02T21:00:00Z,revenue,123.73,EMEA,Android
2025-04-02T21:00:00Z,revenue,86.93,EMEA,Web
2025-04-02T21:00:00Z,revenue,266.12,APAC,iOS
2025-04-02T21:00:00Z,revenue,135.01,APAC,Android
2025-04-02T21:00:00Z,revenue,102.63,APAC,Web
2025-04-02T22:00:00Z,revenue,339.98,NA,iOS
2025-04-02T22:00:00Z,revenue,166.92,NA,Android
2025-04-02T22:00:00Z,revenue,125.03,NA,Web
2025-04-02T22:00:00Z,revenue,253.46,EMEA,iOS
2025-04-02T22:00:00Z,revenue,139.83,EMEA,Android
2025-04-02T22:00:00Z,revenue,99.26,EMEA,Web
2025-04-02T22:00:00Z,revenue,260.52,APAC,iOS
2025-04-02T22:00:00Z,revenue,127.51,APAC,Android
2025-04-02T22:00:00Z,revenue,92.78,APAC,Web
2025-04-02T23:00:00Z,revenue,332.78,NA,iOS
2025-04-02T23:00:00Z,revenue,171.85,NA,Android
2025-04-02T23:00:00Z,revenue,131.26,NA,Web
2025-04-02T23:00:00Z,revenue,249.33,EMEA,iOS
2025-04-02T23:00:00Z,revenue,111.6,EMEA,Android
2025-04-02T23:00:00Z,revenue,94.11,EMEA,Web
2025-04-02T23:00:00Z,revenue,246.95,APAC,iOS
2025-04-02T23:00:00Z,revenue,114.97,APAC,Android
2025-04-02T23:00:00Z,revenue,91.09,APAC,Web
2025-04-03T00:00:00Z,revenue,318.33,NA,iOS
2025-04-03T00:00:00Z,revenue,172.92,NA,Android
2025-04-03T00:00:00Z,revenue,118.83,NA,Web
2025-04-03T00:00:00Z,revenue,246.01,EMEA,iOS
2025-04-03T00:00:00Z,revenue,116.43,EMEA,Android
2025-04-03T00:00:00Z,revenue,87.71,EMEA,Web
2025-04-03T00:00:00Z,revenue,247.61,APAC,iOS
2025-04-03T00:00:00Z,revenue,121.55,APAC,Android
2025-04-03T00:00:00Z,revenue,91.9,APAC,Web
2025-04-03T01:00:00Z,revenue,302.92,NA,iOS
2025-04-03T01:00:00Z,revenue,165.99,NA,Android
2025-04-03T01:00:00Z,revenue,121.88,NA,Web
2025-04-03T01:00:00Z,revenue,232.27,EMEA,iOS
2025-04-03T01:00:00Z,revenue,124.99,EMEA,Android
2025-04-03T01:00:00Z,revenue,84.93,EMEA,Web
2025-04-03T01:00:00Z,revenue,235.08,APAC,iOS
2025-04-03T01:00:00Z,revenue,123.31,APAC,Android
2025-04-03T01:00:00Z,revenue,96.42,APAC,Web
2025-04-03T02:00:00Z,revenue,354.24,NA,iOS
2025-04-03T02:00:00Z,revenue,175.6,NA,Android
2025-04-03T02:00:00Z,revenue,121.78,NA,Web
2025-04-03T02:00:00Z,revenue,251.18,EMEA,iOS
2025-04-03T02:00:00Z,revenue,130.77,EMEA,Android
2025-04-03T02:00:00Z,revenue,84.94,EMEA,Web
2025-04-03T02:00:00Z,revenue,250.3,APAC,iOS
2025-04-03T02:00:00Z,revenue,126.22,APAC,Android
2025-04-03T02:00:00Z,revenue,98.38,APAC,Web
2025-04-03T03:00:00Z,revenue,345.89,NA,iOS
